SPECIES,SECTION,LOGHEIGHT,TRANSECT,TREE,TUBEX,YEAR,AGE,HEIGHT,STATUS,ID
9,3,0.741937345,14,26,0,2006,16,2.1,1,986
9,3,0.262364264,14,26,0,2002,12,1.3,1,986
9,3,-0.223143551,14,26,0,1997,7,0.8,1,986
9,3,-0.446287103,14,26,0,1995,5,0.64,1,986
9,3,-0.84397007,14,26,0,1990,0,0.43,1,986
9,3,-1.117795108,14,26,0,1993,3,0.327,1,986
9,3,-1.435484605,14,26,0,1992,2,0.238,1,986
9,3,-1.820158944,14,26,0,1991,1,0.162,1,986
9,3,1.335001067,14,27,0,2010,20,3.8,1,987
9,3,1.029619417,14,27,0,2006,16,2.8,1,987
9,3,0.524728529,14,27,0,2002,12,1.69,1,987
9,3,0.165514438,14,27,0,1999,9,1.18,1,987
9,3,-0.274436846,14,27,0,1997,7,0.76,1,987
9,3,-0.594207233,14,27,0,1995,5,0.552,1,987
9,3,-0.744440475,14,27,0,1993,3,0.475,1,987
9,3,-1.044124103,14,27,0,1991,1,0.352,1,987
9,3,-1.136314156,14,27,0,1992,2,0.321,1,987
9,3,-1.406497068,14,27,0,1990,0,0.245,1,987
9,3,1.568615918,14,28,0,2010,20,4.8,1,988
9,3,0.916290732,14,28,0,2006,16,2.5,1,988
9,3,0.470003629,14,28,0,2002,12,1.6,1,988
9,3,-0.040821995,14,28,0,1999,9,0.96,1,988
9,3,-0.527632742,14,28,0,1997,7,0.59,1,988
9,3,-0.618039708,14,28,0,1995,5,0.539,1,988
9,3,-0.926341068,14,28,0,1993,3,0.396,1,988
9,3,-0.967584026,14,28,0,1992,2,0.38,1,988
9,3,-1.258781041,14,28,0,1991,1,0.284,1,988
9,3,-1.491654877,14,28,0,1990,0,0.225,1,988
9,3,1.547562509,14,29,0,2010,20,4.7,1,989
9,3,1.360976553,14,29,0,2006,16,3.9,1,989
9,3,1.147402453,14,29,0,2002,12,3.15,1,989
9,3,0.693147181,14,29,0,1999,9,2,1,989
9,3,0.587786665,14,29,0,1997,7,1.8,1,989
9,3,0.200488861,14,29,0,1995,5,1.222,1,989
9,3,-0.345311185,14,29,0,1993,3,0.708,1,989
9,3,-0.599656837,14,29,0,1992,2,0.549,1,989
9,3,-0.928869514,14,29,0,1991,1,0.395,1,989
9,3,-1.220779923,14,29,0,1990,0,0.295,1,989
9,3,1.722766598,14,30,0,2010,20,5.6,1,990
9,3,1.280933845,14,30,0,2006,16,3.6,1,990
9,3,1.16315081,14,30,0,2002,12,3.2,1,990
9,3,0.717839793,14,30,0,1999,9,2.05,1,990
9,3,0.131028262,14,30,0,1995,5,1.14,1,990
9,3,-0.278392026,14,30,0,1993,3,0.757,1,990
9,3,-0.975510092,14,30,0,1992,2,0.377,1,990
9,3,-1.078809661,14,30,0,1990,0,0.34,1,990
9,3,-1.30933332,14,30,0,1991,1,0.27,1,990
9,3,1.960094784,14,31,0,2010,20,7.1,1,991
9,3,1.458615023,14,31,0,2006,16,4.3,1,991
9,3,1.115141591,14,31,0,2002,12,3.05,1,991
9,3,0.609765572,14,31,0,1999,9,1.84,1,991
9,3,0.336472237,14,31,0,1997,7,1.4,1,991
9,3,-0.543004522,14,31,0,1993,3,0.581,1,991
9,3,-0.736054682,14,31,0,1992,2,0.479,1,991
9,3,-0.84397007,14,31,0,1990,0,0.43,1,991
9,3,-1.078809661,14,31,0,1991,1,0.34,1,991
9,3,1.722766598,14,32,0,2010,20,5.6,1,992
9,3,1.131402111,14,32,0,2002,12,3.1,1,992
9,3,1.098612289,14,32,0,2006,16,3,1,992
9,3,0.688134639,14,32,0,1999,9,1.99,1,992
9,3,0.09531018,14,32,0,1997,7,1.1,1,992
9,3,0.044016885,14,32,0,1995,5,1.045,1,992
9,3,-0.396009949,14,32,0,1993,3,0.673,1,992
9,3,-0.685179011,14,32,0,1992,2,0.504,1,992
9,3,-0.755022584,14,32,0,1990,0,0.47,1,992
9,3,-1.046969056,14,32,0,1991,1,0.351,1,992
9,3,2.261763098,14,33,0,2010,20,9.6,1,993
9,3,1.791759469,14,33,0,2006,16,6,1,993
9,3,1.481604541,14,33,0,2002,12,4.4,1,993
9,3,1.029619417,14,33,0,1999,9,2.8,1,993
9,3,0.553885113,14,33,0,1997,7,1.74,1,993
9,3,-0.163696093,14,33,0,1995,5,0.849,1,993
9,3,-0.231932057,14,33,0,1993,3,0.793,1,993
9,3,-0.903868212,14,33,0,1991,1,0.405,1,993
9,3,-0.967584026,14,33,0,1990,0,0.38,1,993
9,3,-1.016111067,14,33,0,1992,2,0.362,1,993
9,3,1.902107526,14,34,0,2010,20,6.7,1,994
9,3,1.280933845,14,34,0,2006,16,3.6,1,994
9,3,1.115141591,14,34,0,2002,12,3.05,1,994
9,3,0.647103242,14,34,0,1999,9,1.91,1,994
9,3,0,14,34,0,1997,7,1,1,994
9,3,-0.349557476,14,34,0,1995,5,0.705,1,994
9,3,-0.424647928,14,34,0,1993,3,0.654,1,994
9,3,-0.572701027,14,34,0,1992,2,0.564,1,994
9,3,-0.848632083,14,34,0,1991,1,0.428,1,994
9,3,-1.171182982,14,34,0,1990,0,0.31,1,994
9,3,1.840549633,14,35,0,2010,20,6.3,1,995
9,3,1.360976553,14,35,0,2006,16,3.9,1,995
9,3,1.147402453,14,35,0,2002,12,3.15,1,995
9,3,0.425267735,14,35,0,1999,9,1.53,1,995
9,3,0.039220713,14,35,0,1997,7,1.04,1,995
9,3,-0.021223636,14,35,0,1995,5,0.979,1,995
9,3,-1.210661792,14,35,0,1993,3,0.298,1,995
9,3,-1.237874356,14,35,0,1990,0,0.29,1,995
9,3,-1.427116356,14,35,0,1992,2,0.24,1,995
9,3,-1.951928221,14,35,0,1991,1,0.142,1,995
9,3,2.116255515,14,36,0,2010,20,8.3,1,996
9,3,1.589235205,14,36,0,2006,16,4.9,1,996
9,3,1.335001067,14,36,0,2002,12,3.8,1,996
9,3,0.717839793,14,36,0,1999,9,2.05,1,996
9,3,0.113328685,14,36,0,1997,7,1.12,1,996
9,3,-0.155484903,14,36,0,1995,5,0.856,1,996
9,3,-0.588787165,14,36,0,1993,3,0.555,1,996
9,3,-0.939047719,14,36,0,1991,1,0.391,1,996
9,3,-1.171182982,14,36,0,1990,0,0.31,1,996
9,3,-1.262308381,14,36,0,1992,2,0.283,1,996
9,3,2.424802726,14,37,0,2010,20,11.3,1,997
9,3,2.041220329,14,37,0,2006,16,7.7,1,997
9,3,1.609437912,14,37,0,2002,12,5,1,997
9,3,1.205970807,14,37,0,1999,9,3.34,1,997
9,3,0.570979547,14,37,0,1997,7,1.77,1,997
9,3,-0.057629113,14,37,0,1993,3,0.944,1,997
9,3,-0.414001439,14,37,0,1992,2,0.661,1,997
9,3,-1.290984181,14,37,0,1990,0,0.275,1,997
9,3,-1.560647748,14,37,0,1991,1,0.21,1,997
9,3,2.00148,16,39,0,2010,20,7.4,1,998
9,3,1.774952351,16,39,0,2002,12,5.9,1,998
9,3,1.740466175,16,39,0,2006,16,5.7,1,998
9,3,0.773343723,16,39,0,1995,5,2.167,1,998
9,3,0.322807874,16,39,0,1993,3,1.381,1,998
9,3,0.299363577,16,39,0,1992,2,1.349,1,998
9,3,-0.457284857,16,39,0,1991,1,0.633,1,998
9,3,-0.994252273,16,39,0,1990,0,0.37,1,998
9,3,1.808288771,16,40,0,2010,20,6.1,1,999
9,3,1.223775432,16,40,0,2006,16,3.4,1,999
9,3,0.810930216,16,40,0,2002,12,2.25,1,999
9,3,-0.740238788,16,40,0,1991,1,0.477,1,999
9,3,-0.789658081,16,40,0,1993,3,0.454,1,999
9,3,-0.867500568,16,40,0,1990,0,0.42,1,999
9,3,-1.190727578,16,40,0,1992,2,0.304,1,999
9,3,0.875468737,16,44,0,1997,7,2.4,1,1003
9,3,0.436317572,16,44,0,1995,5,1.547,1,1003
9,3,-0.339677368,16,44,0,1993,3,0.712,1,1003
9,3,-0.572701027,16,44,0,1991,1,0.564,1,1003
9,3,-0.755022584,16,44,0,1990,0,0.47,1,1003
9,3,-0.802962047,16,44,0,1992,2,0.448,1,1003
9,3,0.530628251,16,48,0,2010,20,1.7,1,1006
9,3,0.09531018,16,48,0,2006,16,1.1,1,1006
9,3,-0.051293294,16,48,0,2002,12,0.95,1,1006
9,3,-0.223143551,16,48,0,1999,9,0.8,1,1006
9,3,-0.287682072,16,48,0,1990,0,0.75,1,1006
9,3,-0.313341819,16,48,0,1991,1,0.731,1,1006
9,3,-0.446287103,16,48,0,1997,7,0.64,1,1006
9,3,-0.578034373,16,48,0,1993,3,0.561,1,1006
9,3,-0.671385689,16,48,0,1992,2,0.511,1,1006
9,3,1.098612289,16,49,0,2010,20,3,1,1007
9,3,0.832909123,16,49,0,2006,16,2.3,1,1007
9,3,0.3074847,16,49,0,2002,12,1.36,1,1007
9,3,0.09531018,16,49,0,1999,9,1.1,1,1007
9,3,-0.162518929,16,49,0,1997,7,0.85,1,1007
9,3,-0.363843433,16,49,0,1991,1,0.695,1,1007
9,3,-0.486133011,16,49,0,1990,0,0.615,1,1007
9,3,-0.693147181,16,49,0,1995,5,0.5,1,1007
9,3,-1.145703896,16,49,0,1993,3,0.318,1,1007
9,3,-1.410587054,16,49,0,1992,2,0.244,1,1007
9,3,0.336472237,16,53,0,2010,20,1.4,1,1008
9,3,-0.105360516,16,53,0,2006,16,0.9,1,1008
9,3,-0.127833372,16,53,0,2002,12,0.88,1,1008
9,3,-0.198450939,16,53,0,1999,9,0.82,1,1008
9,3,-0.590590592,16,53,0,1993,3,0.554,1,1008
9,3,-0.746547957,16,53,0,1991,1,0.474,1,1008
9,3,-0.916290732,16,53,0,1990,0,0.4,1,1008
9,3,-1.555897146,16,53,0,1992,2,0.211,1,1008
9,3,0.875468737,16,54,0,2010,20,2.4,1,1009
9,3,0.641853886,16,54,0,2006,16,1.9,1,1009
9,3,0.405465108,16,54,0,2002,12,1.5,1,1009
9,3,0.104360015,16,54,0,1999,9,1.11,1,1009
9,3,-0.294371061,16,54,0,1993,3,0.745,1,1009
9,3,-0.301105093,16,54,0,1997,7,0.74,1,1009
9,3,-0.396009949,16,54,0,1992,2,0.673,1,1009
9,3,-0.478035801,16,54,0,1990,0,0.62,1,1009
9,3,-0.502526821,16,54,0,1991,1,0.605,1,1009
9,3,-0.576253429,16,54,0,1995,5,0.562,1,1009
9,3,0.270027137,16,56,0,2002,12,1.31,1,1011
9,3,-0.083381609,16,56,0,1999,9,0.92,1,1011
9,3,-0.313341819,16,56,0,1995,5,0.731,1,1011
9,3,-0.314710745,16,56,0,1997,7,0.73,1,1011
9,3,-0.515838166,16,56,0,1993,3,0.597,1,1011
9,3,-0.597837001,16,56,0,1990,0,0.55,1,1011
9,3,-0.746547957,16,56,0,1991,1,0.474,1,1011
9,3,-1.127011763,16,56,0,1992,2,0.324,1,1011
9,3,0.530628251,16,57,0,2010,20,1.7,1,1012
9,3,0.405465108,16,57,0,2006,16,1.5,1,1012
9,3,-0.020202707,16,57,0,2002,12,0.98,1,1012
9,3,-0.415515444,16,57,0,1999,9,0.66,1,1012
9,3,-0.623621118,16,57,0,1993,3,0.536,1,1012
9,3,-0.798507696,16,57,0,1991,1,0.45,1,1012
9,3,-0.820980552,16,57,0,1997,7,0.44,1,1012
9,3,-0.839329691,16,57,0,1995,5,0.432,1,1012
9,3,-1.108662625,16,57,0,1990,0,0.33,1,1012
9,3,-3.296837366,16,57,0,1992,2,0.037,1,1012
9,3,0.891998039,16,63,0,1999,9,2.44,1,1014
9,3,0.076961041,16,63,0,1997,7,1.08,1,1014
9,3,-0.162518929,16,63,0,1990,0,0.85,1,1014
9,3,-0.362405619,16,63,0,1991,1,0.696,1,1014
9,3,-0.733969175,16,63,0,1995,5,0.48,1,1014
9,3,-0.978166136,16,63,0,1993,3,0.376,1,1014
9,3,-1.133203733,16,63,0,1992,2,0.322,1,1014
9,3,0.78845736,18,73,0,2010,20,2.2,1,1017
9,3,0.741937345,18,73,0,2006,16,2.1,1,1017
9,3,0.392042088,18,73,0,2002,12,1.48,1,1017
9,3,-0.091019398,18,73,0,1993,3,0.913,1,1017
9,3,-0.127833372,18,73,0,1997,7,0.88,1,1017
9,3,-0.168418652,18,73,0,1992,2,0.845,1,1017
9,3,-0.234457311,18,73,0,1995,5,0.791,1,1017
9,3,-0.301105093,18,73,0,1999,9,0.74,1,1017
9,3,-0.30788478,18,73,0,1991,1,0.735,1,1017
9,3,-0.385662481,18,73,0,1990,0,0.68,1,1017
9,3,1.410986974,18,74,0,2010,20,4.1,1,1018
9,3,1.252762968,18,74,0,2006,16,3.5,1,1018
9,3,0.78845736,18,74,0,2002,12,2.2,1,1018
9,3,0.131028262,18,74,0,1999,9,1.14,1,1018
9,3,-0.463624022,18,74,0,1993,3,0.629,1,1018
9,3,-0.579818495,18,74,0,1990,0,0.56,1,1018
9,3,-0.636766847,18,74,0,1992,2,0.529,1,1018
9,3,-0.642454066,18,74,0,1995,5,0.526,1,1018
9,3,-0.733969175,18,74,0,1997,7,0.48,1,1018
9,3,-1.692819521,18,74,0,1991,1,0.184,1,1018
9,3,0.832909123,18,75,0,2006,16,2.3,1,1019
9,3,0.512823626,18,75,0,2002,12,1.67,1,1019
9,3,-0.356674944,18,75,0,1999,9,0.7,1,1019
9,3,-0.510825624,18,75,0,1990,0,0.6,1,1019
9,3,-0.562118918,18,75,0,1997,7,0.57,1,1019
9,3,-0.794073099,18,75,0,1995,5,0.452,1,1019
9,3,-0.978166136,18,75,0,1993,3,0.376,1,1019
9,3,-1.5945493,18,75,0,1992,2,0.203,1,1019
9,3,-2.120263536,18,75,0,1991,1,0.12,1,1019
9,4,0.936093359,26,83,0,2002,12,2.55,1,1023
9,4,0.78845736,26,83,0,2010,20,2.2,1,1023
9,4,-0.223143551,26,83,0,2006,16,0.8,1,1023
9,4,-0.544727175,26,83,0,1995,5,0.58,1,1023
9,4,-0.653926467,26,83,0,1997,7,0.52,1,1023
9,4,-0.967584026,26,83,0,1992,2,0.38,1,1023
9,4,-1.331806176,26,83,0,1993,3,0.264,1,1023
9,4,-0.446287103,22,115,0,1993,3,0.64,1,1038
9,4,-0.531028331,22,115,0,1992,2,0.588,1,1038
9,4,-0.562118918,22,115,0,1991,1,0.57,1,1038
9,4,-0.579818495,22,115,0,1990,0,0.56,1,1038
9,4,-0.636766847,22,115,0,1995,5,0.529,1,1038
9,4,-0.693147181,22,115,0,1997,7,0.5,1,1038
9,4,1.808288771,22,118,0,2010,20,6.1,1,1041
9,4,1.360976553,22,118,0,2006,16,3.9,1,1041
9,4,0.936093359,22,118,0,2002,12,2.55,1,1041
9,4,0.405465108,22,118,0,1999,9,1.5,1,1041
9,4,-0.612489278,22,118,0,1992,2,0.542,1,1041
9,4,-0.744440475,22,118,0,1993,3,0.475,1,1041
9,4,-0.755022584,22,118,0,1990,0,0.47,1,1041
9,4,-0.767870727,22,118,0,1991,1,0.464,1,1041
9,4,0.916290732,24,127,0,2006,16,2.5,1,1047
9,4,0.559615788,24,127,0,2002,12,1.75,1,1047
9,4,0.277631737,24,127,0,1999,9,1.32,1,1047
9,4,0,24,127,0,2010,20,1,1,1047
9,4,-0.301105093,24,127,0,1997,7,0.74,1,1047
9,4,-0.393042588,24,127,0,1990,0,0.675,1,1047
9,4,-0.946749939,24,127,0,1991,1,0.388,1,1047
9,4,-0.980829253,24,127,0,1993,3,0.375,1,1047
9,4,-1.142564176,24,127,0,1992,2,0.319,1,1047
9,4,1.526056303,24,129,0,2010,20,4.6,1,1049
9,4,1.252762968,24,129,0,2006,16,3.5,1,1049
9,4,0.641853886,24,129,0,2002,12,1.9,1,1049
9,4,0.322083499,24,129,0,1999,9,1.38,1,1049
9,4,-0.494296322,24,129,0,1997,7,0.61,1,1049
9,4,-0.601479992,24,129,0,1993,3,0.548,1,1049
9,4,-0.711311151,24,129,0,1992,2,0.491,1,1049
9,4,-0.837017551,24,129,0,1991,1,0.433,1,1049
9,4,-1.139434283,24,129,0,1990,0,0.32,1,1049
9,4,0.470003629,24,131,0,2010,20,1.6,1,1051
9,4,0.444685821,24,131,0,2002,12,1.56,1,1051
9,4,0.262364264,24,131,0,2006,16,1.3,1,1051
9,4,-0.186329578,24,131,0,1997,7,0.83,1,1051
9,4,-0.267879445,24,131,0,1995,5,0.765,1,1051
9,4,-0.652005237,24,131,0,1992,2,0.521,1,1051
9,4,-0.693147181,24,131,0,1993,3,0.5,1,1051
9,4,-0.88673193,24,131,0,1991,1,0.412,1,1051
9,4,-1.021651248,24,131,0,1990,0,0.36,1,1051
9,4,-0.072570693,24,133,0,2002,12,0.93,1,1053
9,4,-0.430782916,24,133,0,1990,0,0.65,1,1053
9,4,-0.783071888,24,133,0,1993,3,0.457,1,1053
9,4,-1.078809661,24,133,0,1995,5,0.34,1,1053
9,4,-1.331806176,24,133,0,1992,2,0.264,1,1053
9,4,-1.692819521,24,133,0,1991,1,0.184,1,1053
9,4,0.405465108,24,135,0,2006,16,1.5,1,1055
9,4,0.262364264,24,135,0,2002,12,1.3,1,1055
9,4,0.182321557,24,135,0,2010,20,1.2,1,1055
9,4,-0.414001439,24,135,0,1993,3,0.661,1,1055
9,4,-0.423120043,24,135,0,1995,5,0.655,1,1055
9,4,-0.446287103,24,135,0,1999,9,0.64,1,1055
9,4,-0.616186139,24,135,0,1997,7,0.54,1,1055
9,4,-0.657780037,24,135,0,1992,2,0.518,1,1055
9,4,-0.823255866,24,135,0,1991,1,0.439,1,1055
9,4,-0.879476759,24,135,0,1990,0,0.415,1,1055
9,4,0.438254931,24,139,0,2002,12,1.55,1,1059
9,4,0.405465108,24,139,0,2006,16,1.5,1,1059
9,4,0,24,139,0,2010,20,1,1,1059
9,4,-0.020202707,24,139,0,1999,9,0.98,1,1059
9,4,-0.061875404,24,139,0,1990,0,0.94,1,1059
9,4,-0.916290732,24,139,0,1997,7,0.4,1,1059
9,4,-1.435484605,24,139,0,1995,5,0.238,1,1059
9,4,-1.527857925,24,139,0,1992,2,0.217,1,1059
9,4,-1.650259907,24,139,0,1991,1,0.192,1,1059
9,4,1.223775432,26,142,0,2010,20,3.4,1,1062
9,4,0.916290732,26,142,0,2006,16,2.5,1,1062
9,4,0.672944473,26,142,0,2002,12,1.96,1,1062
9,4,-0.189950584,26,142,0,1991,1,0.827,1,1062
9,4,-0.204567166,26,142,0,1990,0,0.815,1,1062
9,4,-0.592397277,26,142,0,1992,2,0.553,1,1062
9,4,-0.687165109,26,142,0,1993,3,0.503,1,1062
9,4,1.029619417,26,145,0,2006,16,2.8,1,1065
9,4,0.916290732,26,145,0,2002,12,2.5,1,1065
9,4,0.875468737,26,145,0,2010,20,2.4,1,1065
9,4,-0.105360516,26,145,0,1997,7,0.9,1,1065
9,4,-0.258770729,26,145,0,1995,5,0.772,1,1065
9,4,-0.597837001,26,145,0,1990,0,0.55,1,1065
9,4,-0.64055473,26,145,0,1993,3,0.527,1,1065
9,4,-0.650087691,26,145,0,1991,1,0.522,1,1065
9,4,-0.809680997,26,145,0,1992,2,0.445,1,1065
9,4,1.504077397,26,149,0,2010,20,4.5,1,1069
9,4,1.280933845,26,149,0,2006,16,3.6,1,1069
9,4,0.936093359,26,149,0,2002,12,2.55,1,1069
9,4,-0.363843433,26,149,0,1990,0,0.695,1,1069
9,4,-0.474815186,26,149,0,1991,1,0.622,1,1069
9,4,-0.569161201,26,149,0,1993,3,0.566,1,1069
9,4,-0.605136303,26,149,0,1992,2,0.546,1,1069
9,4,-0.785262469,26,149,0,1995,5,0.456,1,1069
9,4,1.223775432,26,153,0,2006,16,3.4,1,1073
9,4,1.223775432,26,153,0,2010,20,3.4,1,1073
9,4,1.047318994,26,153,0,2002,12,2.85,1,1073
9,4,0.587786665,26,153,0,1999,9,1.8,1,1073
9,4,-0.174353387,26,153,0,1997,7,0.84,1,1073
9,4,-0.342490309,26,153,0,1990,0,0.71,1,1073
9,4,-0.539568093,26,153,0,1993,3,0.583,1,1073
9,4,-0.563874845,26,153,0,1992,2,0.569,1,1073
9,4,-0.746547957,26,153,0,1995,5,0.474,1,1073
9,4,-1.200645014,26,153,0,1991,1,0.301,1,1073
9,4,1.791759469,26,156,0,2010,20,6,1,1076
9,4,1.252762968,26,156,0,2006,16,3.5,1,1076
9,4,0.78845736,26,156,0,2002,12,2.2,1,1076
9,4,0.392042088,26,156,0,1999,9,1.48,1,1076
9,4,0,26,156,0,1995,5,1,1,1076
9,4,-0.162518929,26,156,0,1997,7,0.85,1,1076
9,4,-0.245900538,26,156,0,1993,3,0.782,1,1076
9,4,-0.313341819,26,156,0,1992,2,0.731,1,1076
9,4,-0.713349888,26,156,0,1991,1,0.49,1,1076
9,4,-0.798507696,26,156,0,1990,0,0.45,1,1076
9,4,1.481604541,28,163,0,2010,20,4.4,1,1082
9,4,0.875468737,28,163,0,2006,16,2.4,1,1082
9,4,-0.121038328,28,163,0,1993,3,0.886,1,1082
9,4,-0.33128571,28,163,0,1992,2,0.718,1,1082
9,4,-0.418550348,28,163,0,1991,1,0.658,1,1082
9,4,-0.544727175,28,163,0,1990,0,0.58,1,1082
9,4,1.568615918,22,173,0,2010,20,4.8,1,1092
9,4,1.30833282,22,173,0,2006,16,3.7,1,1092
9,4,0.936093359,22,173,0,2002,12,2.55,1,1092
9,4,0.765467842,22,173,0,1999,9,2.15,1,1092
9,4,0.09531018,22,173,0,1997,7,1.1,1,1092
9,4,-0.260066905,22,173,0,1993,3,0.771,1,1092
9,4,-0.536143432,22,173,0,1992,2,0.585,1,1092
9,4,-0.727738625,22,173,0,1991,1,0.483,1,1092
9,3,0.609765572,17,178,1,1995,5,1.84,1,1097
9,3,0.198850859,17,178,1,1993,3,1.22,1,1097
9,3,-0.198450939,17,178,1,1991,1,0.82,1,1097
9,3,-0.223143551,17,178,1,2002,12,0.8,1,1097
9,3,-0.248461359,17,178,1,1997,7,0.78,1,1097
9,3,-0.430782916,17,178,1,1999,9,0.65,1,1097
9,1,1.887069649,5,179,0,2010,20,6.6,1,1098
9,1,1.526056303,5,179,0,2006,16,4.6,1,1098
9,1,1.16315081,5,179,0,2002,12,3.2,1,1098
9,1,0.862889955,5,179,0,1999,9,2.37,1,1098
9,1,0.415415439,5,179,0,1993,3,1.515,1,1098
9,1,0.324255053,5,179,0,1992,2,1.383,1,1098
9,1,0.300104592,5,179,0,1991,1,1.35,1,1098
9,1,0.277631737,5,179,0,1990,0,1.32,1,1098
9,1,-0.216913002,5,179,0,1995,5,0.805,1,1098
9,1,1.62924054,5,183,0,2010,20,5.1,1,1102
9,1,1.064710737,5,183,0,2006,16,2.9,1,1102
9,1,0.512823626,5,183,0,2002,12,1.67,1,1102
9,1,0,5,183,0,1999,9,1,1,1102
9,1,-0.356674944,5,183,0,1995,5,0.7,1,1102
9,1,-0.441610555,5,183,0,1993,3,0.643,1,1102
9,1,-0.701179352,5,183,0,1992,2,0.496,1,1102
9,2,0.78845736,7,184,0,2010,20,2.2,1,1103
9,2,0.587786665,7,184,0,2006,16,1.8,1,1103
9,2,0.173953307,7,184,0,1990,0,1.19,1,1103
9,2,0.067658648,7,184,0,1993,3,1.07,1,1103
9,2,0.05921186,7,184,0,1991,1,1.061,1,1103
9,2,0.048790164,7,184,0,1992,2,1.05,1,1103
9,2,-0.006018072,7,184,0,1995,5,0.994,1,1103
9,2,-0.040821995,7,184,0,1999,9,0.96,1,1103
9,2,-0.105360516,7,184,0,2002,12,0.9,1,1103
9,2,-0.162518929,7,184,0,1997,7,0.85,1,1103
9,2,1.887069649,7,186,0,2010,20,6.6,1,1105
9,2,1.526056303,7,186,0,2006,16,4.6,1,1105
9,2,1.147402453,7,186,0,2002,12,3.15,1,1105
9,2,0.947789399,7,186,0,1999,9,2.58,1,1105
9,2,0.797507196,7,186,0,1997,7,2.22,1,1105
9,2,0.599385801,7,186,0,1993,3,1.821,1,1105
9,2,0.575489137,7,186,0,1991,1,1.778,1,1105
9,2,0.539413081,7,186,0,1992,2,1.715,1,1105
9,2,0.482426149,7,186,0,1990,0,1.62,1,1105
9,2,1.481604541,7,187,0,2010,20,4.4,1,1106
9,2,1.029619417,7,187,0,2006,16,2.8,1,1106
9,2,0.936093359,7,187,0,1999,9,2.55,1,1106
9,2,0.920282753,7,187,0,1997,7,2.51,1,1106
9,2,0.627541423,7,187,0,1995,5,1.873,1,1106
9,2,0.530628251,7,187,0,1990,0,1.7,1,1106
9,2,0.357674444,7,187,0,1993,3,1.43,1,1106
9,2,0.207014169,7,187,0,1992,2,1.23,1,1106
9,2,0.044016885,7,187,0,1991,1,1.045,1,1106
9,2,0.698134722,7,189,0,1997,7,2.01,1,1108
9,2,0.442760893,7,189,0,1995,5,1.557,1,1108
9,2,0.192271888,7,189,0,1993,3,1.212,1,1108
9,2,-0.274436846,7,189,0,1992,2,0.76,1,1108
9,2,-0.363843433,7,189,0,1990,0,0.695,1,1108
9,2,-0.415515444,7,189,0,1991,1,0.66,1,1108
9,2,2.104134154,7,190,0,2010,20,8.2,1,1109
9,2,1.648658626,7,190,0,2006,16,5.2,1,1109
9,2,1.178654996,7,190,0,2002,12,3.25,1,1109
9,2,0.667829373,7,190,0,1999,9,1.95,1,1109
9,2,0.224742273,7,190,0,1993,3,1.252,1,1109
9,2,0.223143551,7,190,0,1992,2,1.25,1,1109
9,2,0.21511138,7,190,0,1997,7,1.24,1,1109
9,2,-0.047091608,7,190,0,1991,1,0.954,1,1109
9,2,-0.335472736,7,190,0,1990,0,0.715,1,1109
9,2,-0.858021824,7,190,0,1995,5,0.424,1,1109
9,2,1.791759469,7,194,0,2010,20,6,1,1113
9,2,1.029619417,7,194,0,2006,16,2.8,1,1113
9,2,0.371563556,7,194,0,2002,12,1.45,1,1113
9,2,-0.204567166,7,194,0,1990,0,0.815,1,1113
9,2,-0.248461359,7,194,0,1993,3,0.78,1,1113
9,2,-0.494296322,7,194,0,1997,7,0.61,1,1113
9,2,-0.510825624,7,194,0,1999,9,0.6,1,1113
9,2,-0.825536369,7,194,0,1992,2,0.438,1,1113
9,2,-0.889162064,7,194,0,1991,1,0.411,1,1113
9,2,-1.061316504,7,194,0,1995,5,0.346,1,1113
9,2,1.098612289,9,196,0,2010,20,3,1,1115
9,2,0.262364264,9,196,0,2006,16,1.3,1,1115
9,2,0.139761942,9,196,0,2002,12,1.15,1,1115
9,2,-0.040821995,9,196,0,1999,9,0.96,1,1115
9,2,-0.274436846,9,196,0,1997,7,0.76,1,1115
9,2,-0.338273859,9,196,0,1995,5,0.713,1,1115
9,2,-0.816445397,9,196,0,1993,3,0.442,1,1115
9,2,-0.928869514,9,196,0,1992,2,0.395,1,1115
9,2,-0.954511945,9,196,0,1990,0,0.385,1,1115
9,2,-0.96233467,9,196,0,1991,1,0.382,1,1115
9,2,1.223775432,9,197,0,2010,20,3.4,1,1116
9,2,0.530628251,9,197,0,2006,16,1.7,1,1116
9,2,0.336472237,9,197,0,2002,12,1.4,1,1116
9,2,0.270027137,9,197,0,1999,9,1.31,1,1116
9,2,0.1806535,9,197,0,1993,3,1.198,1,1116
9,2,0.122217633,9,197,0,1997,7,1.13,1,1116
9,2,0.114221144,9,197,0,1992,2,1.121,1,1116
9,2,0.056380333,9,197,0,1991,1,1.058,1,1116
9,2,0.024692613,9,197,0,1995,5,1.025,1,1116
9,2,-0.328504067,9,197,0,1990,0,0.72,1,1116
9,2,1.458615023,9,198,0,2010,20,4.3,1,1117
9,2,0.693147181,9,198,0,2006,16,2,1,1117
9,2,0.488580015,9,198,0,2002,12,1.63,1,1117
9,2,0.378436436,9,198,0,1999,9,1.46,1,1117
9,2,0.2390169,9,198,0,1990,0,1.27,1,1117
9,2,0.113328685,9,198,0,1997,7,1.12,1,1117
9,2,0.028587457,9,198,0,1995,5,1.029,1,1117
9,2,-0.005012542,9,198,0,1993,3,0.995,1,1117
