"","X","distschNum","year08","districtType","MathAvgScore","MonPerChild","schoolName","schPctnonw","schPctsped","schPctfree","city","urban"
"866",866,"Dtype 1 Dnum 548 Snum 10",0,1,652.3,8128.222785,"VIKING ELEMENTARY SCHOOL",0.453333333,0.2,0.293333333,"Pelican Rapids",0
"867",867,"Dtype 1 Dnum 548 Snum 10",1,1,649.2,8336.912308,"VIKING ELEMENTARY SCHOOL",0.453333333,0.2,0.293333333,"Pelican Rapids",0
"868",868,"Dtype 1 Dnum 548 Snum 10",2,1,647.7,8234.637107,"VIKING ELEMENTARY SCHOOL",0.453333333,0.2,0.293333333,"Pelican Rapids",0
"869",869,"Dtype 1 Dnum 549 Snum 20",0,1,659.6,8306.113322,"PRAIRIE WIND MIDDLE",0.046296296,0.101851852,0.453703704,"Perham",0
"870",870,"Dtype 1 Dnum 549 Snum 20",1,1,654.9,8640.676261,"PRAIRIE WIND MIDDLE",0.046296296,0.101851852,0.453703704,"Perham",0
"871",871,"Dtype 1 Dnum 549 Snum 20",2,1,658.4,8529.940696,"PRAIRIE WIND MIDDLE",0.046296296,0.101851852,0.453703704,"Perham",0
"872",872,"Dtype 1 Dnum 550 Snum 10",0,1,650,7572.666094,"UNDERWOOD ELEMENTARY",0.037735849,0.169811321,0.622641509,"Underwood",0
"873",873,"Dtype 1 Dnum 550 Snum 10",1,1,653.1,7725.377577,"UNDERWOOD ELEMENTARY",0.037735849,0.169811321,0.622641509,"Underwood",0
"874",874,"Dtype 1 Dnum 550 Snum 10",2,1,649.7,7619.832002,"UNDERWOOD ELEMENTARY",0.037735849,0.169811321,0.622641509,"Underwood",0
"875",875,"Dtype 1 Dnum 553 Snum 10",0,1,653.7,8006.008909,"NEW YORK MILLS ELEMENTARY",0.02,0.14,0.52,"New York Mills",0
"876",876,"Dtype 1 Dnum 553 Snum 10",1,1,657.6,8159.045854,"NEW YORK MILLS ELEMENTARY",0.02,0.14,0.52,"New York Mills",0
"877",877,"Dtype 1 Dnum 553 Snum 10",2,1,652.7,8026.50421,"NEW YORK MILLS ELEMENTARY",0.02,0.14,0.52,"New York Mills",0
"878",878,"Dtype 1 Dnum 561 Snum 10",0,1,651.4,11920.66758,"GOODRIDGE ELEMENTARY",0.2,0.3,0.4,"Goodridge",0
"879",879,"Dtype 1 Dnum 561 Snum 10",1,1,645.7,12273.21751,"GOODRIDGE ELEMENTARY",0.2,0.3,0.4,"Goodridge",0
"880",880,"Dtype 1 Dnum 561 Snum 10",2,1,644.9,12085.60841,"GOODRIDGE ELEMENTARY",0.2,0.3,0.4,"Goodridge",0
"881",881,"Dtype 1 Dnum 564 Snum 60",0,1,655.2,8605.854173,"FRANKLIN MIDDLE",0.111111111,0.137254902,0.385620915,"Thief River Falls",0
"882",882,"Dtype 1 Dnum 564 Snum 60",1,1,655.4,8631.717242,"FRANKLIN MIDDLE",0.111111111,0.137254902,0.385620915,"Thief River Falls",0
"883",883,"Dtype 1 Dnum 564 Snum 60",2,1,658.2,8581.206847,"FRANKLIN MIDDLE",0.111111111,0.137254902,0.385620915,"Thief River Falls",0
"884",884,"Dtype 1 Dnum 577 Snum 30",0,1,648.8,8336.796291,"WILLOW RIVER ELEMENTARY",0,0,0.482758621,"Willow River",0
"885",885,"Dtype 1 Dnum 577 Snum 30",1,1,647.5,8658.103375,"WILLOW RIVER ELEMENTARY",0,0,0.482758621,"Willow River",0
"886",886,"Dtype 1 Dnum 577 Snum 30",2,1,657.2,8537.746786,"WILLOW RIVER ELEMENTARY",0,0,0.482758621,"Willow River",0
"887",887,"Dtype 1 Dnum 578 Snum 10",0,1,653.3,8912.418707,"PINE CITY ELEMENTARY",0.070866142,0.094488189,0.440944882,"Pine City",1
"888",888,"Dtype 1 Dnum 578 Snum 10",1,1,655.9,9015.08072,"PINE CITY ELEMENTARY",0.070866142,0.094488189,0.440944882,"Pine City",1
"889",889,"Dtype 1 Dnum 578 Snum 10",2,1,656.2,9043.270696,"PINE CITY ELEMENTARY",0.070866142,0.094488189,0.440944882,"Pine City",1
"890",890,"Dtype 1 Dnum 581 Snum 20",0,1,649.8,8716.407777,"EDGERTON ELEMENTARY",0.047619048,0.238095238,0.285714286,"Edgerton",0
"891",891,"Dtype 1 Dnum 581 Snum 20",1,1,648.5,9074.841687,"EDGERTON ELEMENTARY",0.047619048,0.238095238,0.285714286,"Edgerton",0
"892",892,"Dtype 1 Dnum 581 Snum 20",2,1,651.6,9127.873572,"EDGERTON ELEMENTARY",0.047619048,0.238095238,0.285714286,"Edgerton",0
"893",893,"Dtype 1 Dnum 593 Snum 80",0,1,647,9079.180053,"HIGHLAND ELEMENTARY",0.227848101,0.151898734,0.35443038,"Crookston",1
"894",894,"Dtype 1 Dnum 593 Snum 80",1,1,648.9,9275.293819,"HIGHLAND ELEMENTARY",0.227848101,0.151898734,0.35443038,"Crookston",1
"895",895,"Dtype 1 Dnum 593 Snum 80",2,1,656.7,9192.921172,"HIGHLAND ELEMENTARY",0.227848101,0.151898734,0.35443038,"Crookston",1
"896",896,"Dtype 1 Dnum 595 Snum 310",0,1,649.4,7693.365137,"CENTRAL MIDDLE",0.125,0.118055556,0.333333333,"East Grand Forks",1
"897",897,"Dtype 1 Dnum 595 Snum 310",1,1,647.8,8345.674588,"CENTRAL MIDDLE",0.125,0.118055556,0.333333333,"East Grand Forks",1
"898",898,"Dtype 1 Dnum 595 Snum 310",2,1,651.7,8219.997046,"CENTRAL MIDDLE",0.125,0.118055556,0.333333333,"East Grand Forks",1
"899",899,"Dtype 1 Dnum 599 Snum 10",0,1,651.4,10347.01832,"FERTILE-BELTRAMI ELEMENTARY",0.081081081,0.189189189,0.351351351,"Fertile",0
"900",900,"Dtype 1 Dnum 599 Snum 10",1,1,657.3,10546.85376,"FERTILE-BELTRAMI ELEMENTARY",0.081081081,0.189189189,0.351351351,"Fertile",0
"901",901,"Dtype 1 Dnum 599 Snum 10",2,1,657.1,10252.66604,"FERTILE-BELTRAMI ELEMENTARY",0.081081081,0.189189189,0.351351351,"Fertile",0
"902",902,"Dtype 1 Dnum 600 Snum 1",0,1,658,8698.833165,"FISHER ELEMENTARY",0.058823529,0.176470588,0.235294118,"Fisher",0
"903",903,"Dtype 1 Dnum 600 Snum 1",1,1,658.5,8653.246437,"FISHER ELEMENTARY",0.058823529,0.176470588,0.235294118,"Fisher",0
"904",904,"Dtype 1 Dnum 600 Snum 1",2,1,657.9,8370.938547,"FISHER ELEMENTARY",0.058823529,0.176470588,0.235294118,"Fisher",0
"905",905,"Dtype 1 Dnum 601 Snum 10",0,1,652.1,9489.021921,"MAGELSSEN ELEMENTARY",0.098039216,0.098039216,0.431372549,"Fosston",0
"906",906,"Dtype 1 Dnum 601 Snum 10",1,1,656.2,9576.607899,"MAGELSSEN ELEMENTARY",0.098039216,0.098039216,0.431372549,"Fosston",0
"907",907,"Dtype 1 Dnum 601 Snum 10",2,1,659.5,9427.70088,"MAGELSSEN ELEMENTARY",0.098039216,0.098039216,0.431372549,"Fosston",0
"908",908,"Dtype 1 Dnum 611 Snum 10",2,1,656.8,9641.347462,"CYRUS TECHNOLOGY ELEMENTARY",0.071428571,0.214285714,0.428571429,"Cyrus",0
"909",909,"Dtype 1 Dnum 621 Snum 66",0,1,655.4,10666.15605,"EDGEWOOD MIDDLE",0.278481013,0.164556962,0.46835443,"Mounds View",1
"910",910,"Dtype 1 Dnum 621 Snum 66",1,1,651.6,10901.53006,"EDGEWOOD MIDDLE",0.278481013,0.164556962,0.46835443,"Mounds View",1
"911",911,"Dtype 1 Dnum 621 Snum 66",2,1,656.3,10837.18776,"EDGEWOOD MIDDLE",0.278481013,0.164556962,0.46835443,"Mounds View",1
"912",912,"Dtype 1 Dnum 621 Snum 67",0,1,657.7,10666.15605,"HIGHVIEW MIDDLE",0.281690141,0.070422535,0.328638498,"Mounds View",1
"913",913,"Dtype 1 Dnum 621 Snum 67",1,1,654.1,10901.53006,"HIGHVIEW MIDDLE",0.281690141,0.070422535,0.328638498,"Mounds View",1
"914",914,"Dtype 1 Dnum 621 Snum 67",2,1,660,10837.18776,"HIGHVIEW MIDDLE",0.281690141,0.070422535,0.328638498,"Mounds View",1
"915",915,"Dtype 1 Dnum 621 Snum 70",0,1,663,10666.15605,"CHIPPEWA MIDDLE",0.153571429,0.064285714,0.153571429,"Mounds View",1
"916",916,"Dtype 1 Dnum 621 Snum 70",1,1,665,10901.53006,"CHIPPEWA MIDDLE",0.153571429,0.064285714,0.153571429,"Mounds View",1
"917",917,"Dtype 1 Dnum 621 Snum 70",2,1,664.8,10837.18776,"CHIPPEWA MIDDLE",0.153571429,0.064285714,0.153571429,"Mounds View",1
"918",918,"Dtype 1 Dnum 622 Snum 54",0,1,654.3,9891.441902,"SKYVIEW COMMUNITY MIDDLE",0.309236948,0.120481928,0.265060241,"Maplewood",1
"919",919,"Dtype 1 Dnum 622 Snum 54",1,1,653.5,10203.15032,"SKYVIEW COMMUNITY MIDDLE",0.309236948,0.120481928,0.265060241,"Maplewood",1
"920",920,"Dtype 1 Dnum 622 Snum 54",2,1,659,10442.97508,"SKYVIEW COMMUNITY MIDDLE",0.309236948,0.120481928,0.265060241,"Maplewood",1
"921",921,"Dtype 1 Dnum 622 Snum 55",0,1,648,9891.441902,"JOHN GLENN MIDDLE",0.427350427,0.145299145,0.435897436,"Maplewood",1
"922",922,"Dtype 1 Dnum 622 Snum 55",1,1,652.1,10203.15032,"JOHN GLENN MIDDLE",0.427350427,0.145299145,0.435897436,"Maplewood",1
"923",923,"Dtype 1 Dnum 622 Snum 55",2,1,651.4,10442.97508,"JOHN GLENN MIDDLE",0.427350427,0.145299145,0.435897436,"Maplewood",1
"924",924,"Dtype 1 Dnum 622 Snum 56",0,1,651.7,9891.441902,"MAPLEWOOD MIDDLE",0.230769231,0.140271493,0.325791855,"Maplewood",1
"925",925,"Dtype 1 Dnum 622 Snum 56",1,1,652.8,10203.15032,"MAPLEWOOD MIDDLE",0.230769231,0.140271493,0.325791855,"Maplewood",1
"926",926,"Dtype 1 Dnum 622 Snum 56",2,1,655.3,10442.97508,"MAPLEWOOD MIDDLE",0.230769231,0.140271493,0.325791855,"Maplewood",1
"927",927,"Dtype 1 Dnum 623 Snum 721",0,1,657.4,10218.21125,"BRIMHALL ELEMENTARY",0.414634146,0.109756098,0.414634146,"Roseville",1
"928",928,"Dtype 1 Dnum 623 Snum 721",1,1,659.7,10402.74998,"BRIMHALL ELEMENTARY",0.414634146,0.109756098,0.414634146,"Roseville",1
"929",929,"Dtype 1 Dnum 623 Snum 721",2,1,659.6,10439.23984,"BRIMHALL ELEMENTARY",0.414634146,0.109756098,0.414634146,"Roseville",1
"930",930,"Dtype 1 Dnum 623 Snum 722",0,1,651.8,10218.21125,"CENTRAL PARK ELEMENTARY",0.548387097,0.177419355,0.64516129,"Roseville",1
"931",931,"Dtype 1 Dnum 623 Snum 722",1,1,647.6,10402.74998,"CENTRAL PARK ELEMENTARY",0.548387097,0.177419355,0.64516129,"Roseville",1
"932",932,"Dtype 1 Dnum 623 Snum 722",2,1,653.4,10439.23984,"CENTRAL PARK ELEMENTARY",0.548387097,0.177419355,0.64516129,"Roseville",1
"933",933,"Dtype 1 Dnum 623 Snum 723",0,1,651.3,10218.21125,"EDGERTON ELEMENTARY",0.276595745,0.127659574,0.425531915,"Roseville",1
"934",934,"Dtype 1 Dnum 623 Snum 723",1,1,659.7,10402.74998,"EDGERTON ELEMENTARY",0.276595745,0.127659574,0.425531915,"Roseville",1
"935",935,"Dtype 1 Dnum 623 Snum 723",2,1,658.6,10439.23984,"EDGERTON ELEMENTARY",0.276595745,0.127659574,0.425531915,"Roseville",1
"936",936,"Dtype 1 Dnum 623 Snum 724",0,1,657.8,10218.21125,"FALCON HEIGHTS ELEMENTARY",0.214285714,0.071428571,0.214285714,"Roseville",1
"937",937,"Dtype 1 Dnum 623 Snum 724",1,1,659,10402.74998,"FALCON HEIGHTS ELEMENTARY",0.214285714,0.071428571,0.214285714,"Roseville",1
"938",938,"Dtype 1 Dnum 623 Snum 724",2,1,665.2,10439.23984,"FALCON HEIGHTS ELEMENTARY",0.214285714,0.071428571,0.214285714,"Roseville",1
"939",939,"Dtype 1 Dnum 623 Snum 728",0,1,651.9,10218.21125,"LITTLE CANADA ELEMENTARY",0.48,0.2,0.46,"Roseville",1
"940",940,"Dtype 1 Dnum 623 Snum 728",1,1,653.4,10402.74998,"LITTLE CANADA ELEMENTARY",0.48,0.2,0.46,"Roseville",1
"941",941,"Dtype 1 Dnum 623 Snum 728",2,1,654.6,10439.23984,"LITTLE CANADA ELEMENTARY",0.48,0.2,0.46,"Roseville",1
"942",942,"Dtype 1 Dnum 623 Snum 73",0,1,661.7,10218.21125,"PARKVIEW CENTER SCHOOL",0.195121951,0.073170732,0.097560976,"Roseville",1
"943",943,"Dtype 1 Dnum 623 Snum 73",1,1,662.1,10402.74998,"PARKVIEW CENTER SCHOOL",0.195121951,0.073170732,0.097560976,"Roseville",1
"944",944,"Dtype 1 Dnum 623 Snum 73",2,1,667,10439.23984,"PARKVIEW CENTER SCHOOL",0.195121951,0.073170732,0.097560976,"Roseville",1
"945",945,"Dtype 1 Dnum 623 Snum 731",0,1,657.1,10218.21125,"WILLIAMS ELEMENTARY",0.254545455,0.181818182,0.4,"Roseville",1
"946",946,"Dtype 1 Dnum 623 Snum 731",1,1,657.6,10402.74998,"WILLIAMS ELEMENTARY",0.254545455,0.181818182,0.4,"Roseville",1
"947",947,"Dtype 1 Dnum 623 Snum 731",2,1,656.7,10439.23984,"WILLIAMS ELEMENTARY",0.254545455,0.181818182,0.4,"Roseville",1
"948",948,"Dtype 1 Dnum 624 Snum 57",0,1,654.2,9199.104466,"CENTRAL MIDDLE",0.13622291,0.07120743,0.219814241,"",1
"949",949,"Dtype 1 Dnum 624 Snum 57",1,1,653.5,10181.22739,"CENTRAL MIDDLE",0.13622291,0.07120743,0.219814241,"White Bear Lake",1
"950",950,"Dtype 1 Dnum 624 Snum 57",2,1,654.9,10262.90107,"CENTRAL MIDDLE",0.13622291,0.07120743,0.219814241,"White Bear Lake",1
"951",951,"Dtype 1 Dnum 624 Snum 59",0,1,653.7,9199.104466,"SUNRISE PARK MIDDLE",0.137168142,0.10619469,0.32300885,"White Bear Lake",1
"952",952,"Dtype 1 Dnum 624 Snum 59",1,1,654.3,10181.22739,"SUNRISE PARK MIDDLE",0.137168142,0.10619469,0.32300885,"White Bear Lake",1
"953",953,"Dtype 1 Dnum 624 Snum 59",2,1,654.5,10262.90107,"SUNRISE PARK MIDDLE",0.137168142,0.10619469,0.32300885,"White Bear Lake",1
"954",954,"Dtype 1 Dnum 625 Snum 150",0,1,655.4,11593.87694,"BENJ. E. MAYS MAGNET/RONDO",0.976744186,0.162790698,0.930232558,"St. Paul",1
"955",955,"Dtype 1 Dnum 625 Snum 150",1,1,650,11882.20811,"BENJ. E. MAYS MAGNET/RONDO",0.976744186,0.162790698,0.930232558,"St. Paul",1
"956",956,"Dtype 1 Dnum 625 Snum 150",2,1,649.1,11733.05752,"BENJ. E. MAYS MAGNET/RONDO",0.976744186,0.162790698,0.930232558,"St. Paul",1
"957",957,"Dtype 1 Dnum 625 Snum 315",1,1,654.9,11882.20811,"FARNSWORTH AEROSPACE UPPER",0.863636364,0.125,0.852272727,"St. Paul",1
"958",958,"Dtype 1 Dnum 625 Snum 315",2,1,658.4,11733.05752,"FARNSWORTH AEROSPACE UPPER",0.863636364,0.125,0.852272727,"St. Paul",1
"959",959,"Dtype 1 Dnum 625 Snum 410",0,1,654,11593.87694,"ADAMS MAGNET ELEMENTARY",0.671052632,0.105263158,0.447368421,"St. Paul",1
"960",960,"Dtype 1 Dnum 625 Snum 410",1,1,651.5,11882.20811,"ADAMS MAGNET ELEMENTARY",0.671052632,0.105263158,0.447368421,"St. Paul",1
"961",961,"Dtype 1 Dnum 625 Snum 410",2,1,650,11733.05752,"ADAMS MAGNET ELEMENTARY",0.671052632,0.105263158,0.447368421,"St. Paul",1
"962",962,"Dtype 1 Dnum 625 Snum 413",0,1,652.8,11593.87694,"AMES ELEMENTARY",0.928571429,0.214285714,0.964285714,"St. Paul",1
"963",963,"Dtype 1 Dnum 625 Snum 413",1,1,642.1,11882.20811,"AMES ELEMENTARY",0.928571429,0.214285714,0.964285714,"St. Paul",1
"964",964,"Dtype 1 Dnum 625 Snum 413",2,1,648.1,11733.05752,"AMES ELEMENTARY",0.928571429,0.214285714,0.964285714,"St. Paul",1
"965",965,"Dtype 1 Dnum 625 Snum 415",0,1,647.5,11593.87694,"JOHN A.JOHNSON ACHIEVEMENT PLUS EL.",0.80952381,0.214285714,0.952380952,"St. Paul",1
"966",966,"Dtype 1 Dnum 625 Snum 415",1,1,651.2,11882.20811,"JOHN A.JOHNSON ACHIEVEMENT PLUS EL.",0.80952381,0.214285714,0.952380952,"St. Paul",1
"967",967,"Dtype 1 Dnum 625 Snum 415",2,1,642.9,11733.05752,"JOHN A.JOHNSON ACHIEVEMENT PLUS EL.",0.80952381,0.214285714,0.952380952,"St. Paul",1
"968",968,"Dtype 1 Dnum 625 Snum 422",0,1,655.4,11593.87694,"BATTLE CREEK MAGNET ELEMENTARY",0.841463415,0.12195122,0.780487805,"St. Paul",1
"969",969,"Dtype 1 Dnum 625 Snum 422",1,1,649.5,11882.20811,"BATTLE CREEK MAGNET ELEMENTARY",0.841463415,0.12195122,0.780487805,"St. Paul",1
"970",970,"Dtype 1 Dnum 625 Snum 422",2,1,654.3,11733.05752,"BATTLE CREEK MAGNET ELEMENTARY",0.841463415,0.12195122,0.780487805,"St. Paul",1
"971",971,"Dtype 1 Dnum 625 Snum 425",0,1,650.5,11593.87694,"CHELSEA HEIGHTS ELEMENTARY",0.509433962,0.264150943,0.433962264,"St. Paul",1
"972",972,"Dtype 1 Dnum 625 Snum 425",1,1,652.6,11882.20811,"CHELSEA HEIGHTS ELEMENTARY",0.509433962,0.264150943,0.433962264,"St. Paul",1
"973",973,"Dtype 1 Dnum 625 Snum 425",2,1,652.2,11733.05752,"CHELSEA HEIGHTS ELEMENTARY",0.509433962,0.264150943,0.433962264,"St. Paul",1
"974",974,"Dtype 1 Dnum 625 Snum 428",0,1,644.9,11593.87694,"CHEROKEE HEIGHTS MAGNET ELEMENTARY",0.958333333,0.125,0.916666667,"St. Paul",1
"975",975,"Dtype 1 Dnum 625 Snum 428",1,1,634,11882.20811,"CHEROKEE HEIGHTS MAGNET ELEMENTARY",0.958333333,0.125,0.916666667,"St. Paul",1
"976",976,"Dtype 1 Dnum 625 Snum 428",2,1,648,11733.05752,"CHEROKEE HEIGHTS MAGNET ELEMENTARY",0.958333333,0.125,0.916666667,"St. Paul",1
"977",977,"Dtype 1 Dnum 625 Snum 431",0,1,652.3,11593.87694,"COMO PARK ELEMENTARY",0.86,0.22,0.92,"St. Paul",1
"978",978,"Dtype 1 Dnum 625 Snum 431",1,1,648.8,11882.20811,"COMO PARK ELEMENTARY",0.86,0.22,0.92,"St. Paul",1
"979",979,"Dtype 1 Dnum 625 Snum 431",2,1,651.9,11733.05752,"COMO PARK ELEMENTARY",0.86,0.22,0.92,"St. Paul",1
"980",980,"Dtype 1 Dnum 625 Snum 432",0,1,628.5,11593.87694,"COMO SPECIAL/HARTZELL",0.666666667,1,0.666666667,"St. Paul",1
"981",981,"Dtype 1 Dnum 625 Snum 433",0,1,648.9,11593.87694,"DAYTONS BLUFF ELEMENTARY",0.833333333,0.066666667,0.933333333,"St. Paul",1
"982",982,"Dtype 1 Dnum 625 Snum 433",1,1,650.3,11882.20811,"DAYTONS BLUFF ELEMENTARY",0.833333333,0.066666667,0.933333333,"St. Paul",1
"983",983,"Dtype 1 Dnum 625 Snum 433",2,1,656.7,11733.05752,"DAYTONS BLUFF ELEMENTARY",0.833333333,0.066666667,0.933333333,"St. Paul",1
"984",984,"Dtype 1 Dnum 625 Snum 435",0,1,653,11593.87694,"EXPO/HARRIET BISHOP CENTER",0.483870968,0.139784946,0.537634409,"St. Paul",1
"985",985,"Dtype 1 Dnum 625 Snum 435",1,1,651.7,11882.20811,"EXPO/HARRIET BISHOP CENTER",0.483870968,0.139784946,0.537634409,"St. Paul",1
"986",986,"Dtype 1 Dnum 625 Snum 435",2,1,655.8,11733.05752,"EXPO/HARRIET BISHOP CENTER",0.483870968,0.139784946,0.537634409,"St. Paul",1
"987",987,"Dtype 1 Dnum 625 Snum 438",0,1,647.5,11593.87694,"MUSEUM MAGNET/RONDO",0.872340426,0.191489362,0.70212766,"St. Paul",1
"988",988,"Dtype 1 Dnum 625 Snum 438",1,1,651,11882.20811,"MUSEUM MAGNET/RONDO",0.872340426,0.191489362,0.70212766,"St. Paul",1
"989",989,"Dtype 1 Dnum 625 Snum 438",2,1,648.1,11733.05752,"MUSEUM MAGNET/RONDO",0.872340426,0.191489362,0.70212766,"St. Paul",1
"990",990,"Dtype 1 Dnum 625 Snum 449",0,1,642.6,11593.87694,"BRUCE F VENTO ELEMENTARY",0,0.142857143,0.959183673,"St. Paul",1
"991",991,"Dtype 1 Dnum 625 Snum 449",1,1,639.5,11882.20811,"BRUCE F VENTO ELEMENTARY",0,0.142857143,0.959183673,"St. Paul",1
"992",992,"Dtype 1 Dnum 625 Snum 449",2,1,645.7,11733.05752,"BRUCE F VENTO ELEMENTARY",0,0.142857143,0.959183673,"St. Paul",1
"993",993,"Dtype 1 Dnum 625 Snum 45",1,1,621.4,11882.20811,"HIGHWOOD HILLS LEARNING CENTER",0.583333333,1,0.833333333,"St. Paul",1
"994",994,"Dtype 1 Dnum 625 Snum 45",2,1,625.4,11733.05752,"HIGHWOOD HILLS LEARNING CENTER",0.583333333,1,0.833333333,"St. Paul",1
"995",995,"Dtype 1 Dnum 625 Snum 452",0,1,645.3,11593.87694,"EASTERN HEIGHTS ELEMENTARY",0.711111111,0.288888889,0.844444444,"St. Paul",1
"996",996,"Dtype 1 Dnum 625 Snum 452",1,1,647.7,11882.20811,"EASTERN HEIGHTS ELEMENTARY",0.711111111,0.288888889,0.844444444,"St. Paul",1
"997",997,"Dtype 1 Dnum 625 Snum 452",2,1,652.4,11733.05752,"EASTERN HEIGHTS ELEMENTARY",0.711111111,0.288888889,0.844444444,"St. Paul",1
"998",998,"Dtype 1 Dnum 625 Snum 460",0,1,649.4,11593.87694,"FOUR SEASONS ELEMENTARY",0.71875,0.1875,0.75,"St. Paul",1
"999",999,"Dtype 1 Dnum 625 Snum 460",1,1,647.1,11882.20811,"FOUR SEASONS ELEMENTARY",0.71875,0.1875,0.75,"St. Paul",1
"1000",1000,"Dtype 1 Dnum 625 Snum 460",2,1,653.1,11733.05752,"FOUR SEASONS ELEMENTARY",0.71875,0.1875,0.75,"St. Paul",1
"1001",1001,"Dtype 1 Dnum 625 Snum 461",0,1,652.6,11593.87694,"FRANKLIN MAGNET ELEMENTARY",0.93220339,0.152542373,0.949152542,"St. Paul",1
"1002",1002,"Dtype 1 Dnum 625 Snum 461",1,1,649,11882.20811,"FRANKLIN MAGNET ELEMENTARY",0.93220339,0.152542373,0.949152542,"St. Paul",1
"1003",1003,"Dtype 1 Dnum 625 Snum 461",2,1,646.4,11733.05752,"FRANKLIN MAGNET ELEMENTARY",0.93220339,0.152542373,0.949152542,"St. Paul",1
"1004",1004,"Dtype 1 Dnum 625 Snum 462",0,1,658.1,11593.87694,"L'ETOILE DU NORD FRENCH IMMERSION",0.466666667,0.044444444,0.266666667,"St. Paul",1
"1005",1005,"Dtype 1 Dnum 625 Snum 462",1,1,666.4,11882.20811,"L'ETOILE DU NORD FRENCH IMMERSION",0.466666667,0.044444444,0.266666667,"St. Paul",1
"1006",1006,"Dtype 1 Dnum 625 Snum 462",2,1,660.2,11733.05752,"L'ETOILE DU NORD FRENCH IMMERSION",0.466666667,0.044444444,0.266666667,"St. Paul",1
"1007",1007,"Dtype 1 Dnum 625 Snum 464",0,1,655.5,11593.87694,"FROST LAKE MAGNET ELEMENTARY",0.926829268,0.207317073,0.853658537,"St. Paul",1
"1008",1008,"Dtype 1 Dnum 625 Snum 464",1,1,649.9,11882.20811,"FROST LAKE MAGNET ELEMENTARY",0.926829268,0.207317073,0.853658537,"St. Paul",1
"1009",1009,"Dtype 1 Dnum 625 Snum 464",2,1,648.4,11733.05752,"FROST LAKE MAGNET ELEMENTARY",0.926829268,0.207317073,0.853658537,"St. Paul",1
"1010",1010,"Dtype 1 Dnum 625 Snum 465",0,1,656,11593.87694,"CROSSROADS MONTESSORI",0.6,0.12,0.48,"St. Paul",1
"1011",1011,"Dtype 1 Dnum 625 Snum 465",1,1,649,11882.20811,"CROSSROADS MONTESSORI",0.6,0.12,0.48,"St. Paul",1
"1012",1012,"Dtype 1 Dnum 625 Snum 465",2,1,655.5,11733.05752,"CROSSROADS MONTESSORI",0.6,0.12,0.48,"St. Paul",1
"1013",1013,"Dtype 1 Dnum 625 Snum 466",0,1,651.2,11593.87694,"CROSSROADS SCIENCE PROGRAM",0.648648649,0.108108108,0.72972973,"St. Paul",1
"1014",1014,"Dtype 1 Dnum 625 Snum 466",1,1,655.6,11882.20811,"CROSSROADS SCIENCE PROGRAM",0.648648649,0.108108108,0.72972973,"St. Paul",1
"1015",1015,"Dtype 1 Dnum 625 Snum 466",2,1,655.5,11733.05752,"CROSSROADS SCIENCE PROGRAM",0.648648649,0.108108108,0.72972973,"St. Paul",1
"1016",1016,"Dtype 1 Dnum 625 Snum 467",0,1,645.4,11593.87694,"GALTIER MAGNET ELEMENTARY",0.930232558,0.325581395,0.953488372,"St. Paul",1
"1017",1017,"Dtype 1 Dnum 625 Snum 467",1,1,642.3,11882.20811,"GALTIER MAGNET ELEMENTARY",0.930232558,0.325581395,0.953488372,"St. Paul",1
"1018",1018,"Dtype 1 Dnum 625 Snum 467",2,1,644.6,11733.05752,"GALTIER MAGNET ELEMENTARY",0.930232558,0.325581395,0.953488372,"St. Paul",1
"1019",1019,"Dtype 1 Dnum 625 Snum 476",0,1,651.9,11593.87694,"GROVELAND PARK ELEMENTARY",0.333333333,0.066666667,0.355555556,"St. Paul",1
"1020",1020,"Dtype 1 Dnum 625 Snum 476",1,1,650.3,11882.20811,"GROVELAND PARK ELEMENTARY",0.333333333,0.066666667,0.355555556,"St. Paul",1
"1021",1021,"Dtype 1 Dnum 625 Snum 476",2,1,656,11733.05752,"GROVELAND PARK ELEMENTARY",0.333333333,0.066666667,0.355555556,"St. Paul",1
"1022",1022,"Dtype 1 Dnum 625 Snum 482",0,1,644,11593.87694,"HANCOCK/HAMLINE MAGNET ELEMENTARY",0.918918919,0.108108108,0.945945946,"St. Paul",1
"1023",1023,"Dtype 1 Dnum 625 Snum 482",1,1,644.6,11882.20811,"HANCOCK/HAMLINE MAGNET ELEMENTARY",0.918918919,0.108108108,0.945945946,"St. Paul",1
"1024",1024,"Dtype 1 Dnum 625 Snum 482",2,1,645.7,11733.05752,"HANCOCK/HAMLINE MAGNET ELEMENTARY",0.918918919,0.108108108,0.945945946,"St. Paul",1
"1025",1025,"Dtype 1 Dnum 625 Snum 488",0,1,643.3,11593.87694,"HAYDEN HEIGHTS ELEMENTARY",0.730769231,0.192307692,0.730769231,"St. Paul",1
"1026",1026,"Dtype 1 Dnum 625 Snum 488",1,1,644.7,11882.20811,"HAYDEN HEIGHTS ELEMENTARY",0.730769231,0.192307692,0.730769231,"St. Paul",1
"1027",1027,"Dtype 1 Dnum 625 Snum 488",2,1,641.5,11733.05752,"HAYDEN HEIGHTS ELEMENTARY",0.730769231,0.192307692,0.730769231,"St. Paul",1
"1028",1028,"Dtype 1 Dnum 625 Snum 491",0,1,652.7,11593.87694,"HIGHLAND PARK ELEMENTARY",0.565217391,0.217391304,0.52173913,"St. Paul",1
